"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"London","Dog","1095",1,17,12,"5",3,"7","2015","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult","Adoption"
"Lucy","Dog","5840",1,17,5,"2",13,"5","2014","lateday","8","18",1,"Great Pyrenees","Tan",0,"Female","adult","Return_to_owner"
"Donatello","Cat","60",1,18,52,"6",18,"10","2014","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Slade","Dog","60",1,16,6,"4",11,"2","2016","lateday","5","34",1,"Labrador Retriever","Black",0,"Male","baby","Adoption"
"Joe","Dog","2555",1,13,18,"3",18,"3","2015","midday","9","30",1,"German Shepherd","Tan",0,"Male","adult","Return_to_owner"
"Sherbet","Dog","365",1,14,22,"7",26,"7","2015","midday","19","12",1,"Pit Bull","Brown",0,"Male","baby","Return_to_owner"
"Peppy","Dog","730",1,16,30,"7",20,"7","2014","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult","Adoption"
"Nameless","Cat","730",0,15,54,"1",3,"3","2014","midday","11","22",1,"Domestic Shorthair","Black",0,"Male","adult","Transfer"
"Nina","Cat","60",1,17,50,"1",29,"9","2014","lateday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Nameless","Dog","300",0,14,24,"6",27,"9","2014","midday","9","22",1,"Labrador Retriever","Red",0,"Male","baby","Adoption"
"Nameless","Dog","90",0,17,30,"5",10,"7","2015","lateday","3","23",1,"Miniature Schnauzer","Tan",0,"Male","baby","Adoption"
"Jackson","Cat","1460",1,8,59,"7",10,"1","2016","morning","11","22",1,"Domestic Shorthair","Black",0,"Male","adult","Adoption"
"Nameless","Cat","60",0,19,6,"6",26,"9","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Nameless","Cat","365",0,14,47,"5",18,"4","2014","midday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby","Transfer"
"Dutchess","Dog","150",1,17,4,"7",19,"10","2014","lateday","11","17",1,"Border Collie","Black",0,"Female","baby","Transfer"
"Berkley","Dog","240",1,14,50,"5",19,"6","2015","midday","13","15",1,"Plott Hound","Brown",0,"Female","baby","Adoption"
"Nameless","Cat","730",0,9,0,"6",29,"8","2015","morning","17","22",1,"Domestic Shorthair","Brown",1,"Female","adult","Transfer"
"Ferguson","Dog","90",1,0,0,"2",28,"4","2015","night","9","12",1,"Pit Bull","White",0,"Male","baby","Transfer"
"Murphy","Dog","730",1,17,21,"7",10,"11","2013","lateday","10","31",1,"Soft Coated Wheaten Terrier","Buff",0,"Female","adult","Adoption"
"Comet","Dog","365",1,12,54,"1",27,"7","2015","midday","5","23",1,"Chihuahua Shorthair","Brown",0,"Male","baby","Return_to_owner"
"Sanchez","Dog","730",1,16,3,"6",12,"9","2015","lateday","10","13",1,"Blue Lacy","Blue",0,"Male","adult","Adoption"
"Mama Bear","Dog","730",1,13,45,"2",24,"6","2014","midday","19","12",1,"Pit Bull","White",1,"Female","adult","Return_to_owner"
"Nameless","Cat","365",0,9,0,"4",27,"11","2014","morning","11","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Nameless","Cat","28",0,18,3,"5",29,"8","2014","lateday","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby","Transfer"
"Libby","Dog","730",1,18,21,"5",29,"8","2014","lateday","9","12",1,"Pit Bull","White",0,"Female","adult","Adoption"
"Nameless","Cat","60",0,18,29,"3",16,"10","2013","lateday","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby","Adoption"
"Nameless","Dog","240",0,17,51,"5",3,"10","2014","lateday","19","12",1,"Pit Bull","White",0,"Male","baby","Adoption"
"Nameless","Cat","730",0,9,0,"4",2,"4","2015","morning","12","22",1,"Domestic Shorthair","Orange",1,"Male","adult","Transfer"
"Ginger","Cat","60",1,17,40,"7",20,"7","2014","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Female","baby","Adoption"
"Chanel","Dog","730",1,17,17,"1",7,"9","2015","lateday","9","34",1,"American Staffordshire Terrier","White",0,"Female","adult","Adoption"
"Nameless","Cat","28",0,15,7,"7",19,"1","2014","midday","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Transfer"
"Nameless","Cat","730",0,15,1,"6",15,"8","2015","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","adult","Return_to_owner"
"Nameless","Dog","60",0,17,26,"1",2,"3","2015","lateday","14","14",1,"Rottweiler","Tricolor",0,"Female","baby","Adoption"
"Huey","Dog","730",1,13,31,"3",1,"4","2015","midday","10","14",1,"Lhasa Apso","Gray",1,"Male","adult","Transfer"
"Molly","Cat","60",1,16,31,"1",2,"6","2014","lateday","10","21",1,"Domestic Longhair","Blue",0,"Female","baby","Adoption"
"Nameless","Dog","90",0,14,49,"4",27,"11","2014","midday","15","12",1,"Pit Bull","Chocolate",1,"Male","baby","Transfer"
"Benji","Dog","60",1,18,27,"7",23,"3","2014","lateday","8","29",1,"Australian Cattle Dog","Tricolor",0,"Male","baby","Adoption"
"Bubba","Dog","365",1,14,51,"6",15,"8","2015","midday","11","22",1,"Pug","Brown",0,"Male","baby","Return_to_owner"
"Nameless","Cat","60",0,13,45,"7",1,"6","2014","midday","5","22",1,"Domestic Shorthair","Black",1,"Female","baby","Euthanasia"
"Bandit","Dog","240",1,11,59,"5",11,"10","2013","night","4","22",1,"Labrador Retriever","Gold",0,"Male","baby","Transfer"
"Racco","Dog","4380",1,14,6,"5",15,"5","2015","midday","5","25",1,"Labrador Retriever","Black",1,"Male","adult","Return_to_owner"
"Nameless","Cat","60",0,17,2,"4",17,"7","2014","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Ladybug","Dog","2190",1,16,35,"6",20,"12","2014","lateday","3","27",1,"Pit Bull","Red",0,"Female","adult","Return_to_owner"
"Athena","Cat","90",1,17,46,"7",16,"8","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Buster","Dog","1460",1,16,1,"1",27,"10","2014","lateday","9","13",1,"Dachshund","Black",0,"Male","adult","Return_to_owner"
"Chloe","Dog","4380",1,12,52,"2",11,"8","2015","midday","9","19",0,"Chihuahua Shorthair","Tan",0,"Female","adult","Adoption"
"Candy","Dog","730",1,16,46,"7",14,"12","2014","lateday","11","22",1,"Labrador Retriever","Black",0,"Female","adult","Return_to_owner"
"Nameless","Cat","21",0,13,22,"7",21,"9","2014","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Tails","Dog","240",1,17,38,"6",1,"3","2014","lateday","11","21",1,"Shetland Sheepdog","Brown",0,"Female","baby","Adoption"
"Elsie","Dog","1095",1,14,37,"6",14,"11","2015","midday","9","22",1,"Manchester Terrier","Black",0,"Female","adult","Return_to_owner"
"Nameless","Cat","90",0,14,5,"2",4,"3","2014","midday","11","14",1,"Maine Coon","Brown",1,"Female","baby","Transfer"
"Bando","Dog","60",1,17,45,"6",27,"6","2015","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Adoption"
"Max","Cat","2190",1,14,45,"7",27,"10","2013","midday","4","16",1,"Russian Blue","Blue",0,"Male","adult","Transfer"
"Nameless","Dog","730",0,18,21,"5",8,"1","2016","lateday","11","12",1,"Pit Bull","Black",0,"Male","adult","Return_to_owner"
"Queenie","Dog","730",1,18,20,"5",6,"11","2015","lateday","11","25",1,"Australian Cattle Dog","White",0,"Female","adult","Return_to_owner"
"Spartacus","Dog","180",1,9,58,"6",19,"7","2014","morning","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Adoption"
"Charlie","Dog","5475",1,17,46,"5",28,"2","2014","lateday","4","26",1,"Chow Chow","Gold",0,"Male","adult","Euthanasia"
"Casper","Dog","120",1,14,59,"1",23,"2","2015","midday","3","25",1,"Australian Cattle Dog","Tan",0,"Male","baby","Transfer"
"Dominick","Cat","365",1,16,3,"2",11,"2","2014","lateday","17","21",1,"Domestic Longhair","Cream",0,"Male","baby","Transfer"
"Ziti","Cat","30",1,15,45,"6",3,"10","2015","midday","5","22",1,"Domestic Shorthair","Cream",1,"Female","baby","Transfer"
"Kyuzo","Cat","14",1,19,14,"2",23,"6","2015","lateday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Charlie","Dog","730",1,11,12,"3",1,"7","2015","night","9","12",1,"Pit Bull","Chocolate",1,"Male","adult","Transfer"
"Ghost","Cat","60",1,12,20,"6",21,"12","2013","midday","11","22",1,"Domestic Shorthair","White",0,"Male","baby","Adoption"
"Woody","Dog","60",1,11,29,"7",13,"4","2014","night","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","baby","Adoption"
"Tigger","Cat","1825",1,13,34,"2",22,"9","2015","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","adult","Adoption"
"Simone","Dog","730",1,20,7,"2",12,"1","2016","night","13","23",1,"Mastiff","Brown",0,"Female","adult","Adoption"
"Sohpie Jean","Dog","3650",1,16,7,"6",9,"11","2013","lateday","11","23",1,"Chihuahua Shorthair","Black",0,"Female","adult","Return_to_owner"
"Judy","Dog","60",1,16,27,"3",23,"12","2015","lateday","5","34",1,"Labrador Retriever","Black",0,"Female","baby","Adoption"
"Toby","Dog","4745",1,11,3,"2",7,"7","2015","night","7","26",1,"Dachshund","Apricot",1,"Male","adult","Transfer"
"Nameless","Cat","730",0,15,2,"2",10,"12","2013","midday","10","22",1,"Domestic Shorthair","Blue",0,"Female","adult","Transfer"
"Bronson","Dog","730",1,16,33,"6",26,"12","2015","lateday","11","29",1,"Dachshund","Black",0,"Male","adult","Adoption"
"Freckles","Dog","730",1,18,0,"2",4,"3","2014","lateday","10","17",1,"Silky Terrier","Brown",0,"Male","adult","Adoption"
"Trouble","Dog","365",1,18,17,"6",5,"4","2014","lateday","10","12",1,"Pit Bull","Blue",1,"Female","baby","Euthanasia"
"Leonard","Dog","90",1,16,56,"6",29,"3","2014","lateday","10","12",1,"Pit Bull","Fawn",0,"Male","baby","Transfer"
"Xena","Dog","90",1,16,31,"3",16,"7","2014","lateday","4","22",1,"Chihuahua Longhair","Buff",1,"Female","baby","Return_to_owner"
"Nameless","Cat","30",0,12,14,"3",17,"6","2015","midday","12","21",1,"Domestic Longhair","Orange",1,"Male","baby","Euthanasia"
"Lucky","Dog","1095",1,16,21,"4",21,"5","2015","lateday","5","22",1,"Chihuahua Longhair","Brown",0,"Male","adult","Transfer"
"Petey","Cat","60",1,17,55,"6",28,"11","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Nameless","Cat","21",0,15,2,"5",1,"8","2014","midday","11","22",1,"Domestic Shorthair","White",1,"Female","baby","Transfer"
"Lake","Dog","730",1,16,21,"6",12,"12","2015","lateday","5","22",1,"Labrador Retriever","Brown",0,"Female","adult","Adoption"
"Nameless","Dog","30",0,12,37,"6",8,"8","2015","midday","9","30",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Adoption"
"Rupert","Dog","60",1,12,54,"1",14,"12","2015","midday","9","25",1,"Australian Cattle Dog","Red",0,"Male","baby","Adoption"
"Nameless","Cat","730",0,18,37,"2",25,"11","2014","lateday","11","22",1,"Domestic Shorthair","Black",1,"Male","adult","Transfer"
"Zach","Dog","730",1,13,6,"2",28,"7","2015","midday","5","23",1,"Flat Coat Retriever","Black",0,"Male","adult","Transfer"
"Bidz","Cat","1095",1,14,12,"2",25,"2","2014","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","adult","Transfer"
"Nameless","Cat","730",0,15,37,"1",18,"11","2013","midday","6","24",1,"Domestic Medium Hair","Calico",1,"Female","adult","Transfer"
"Todd","Dog","365",1,14,12,"5",18,"4","2014","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Transfer"
"Dasher","Dog","90",1,19,35,"2",22,"12","2015","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Adoption"
"Nameless","Cat","30",0,15,23,"1",14,"7","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Ruby","Cat","60",1,17,25,"6",19,"12","2015","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Adoption"
"Piper","Cat","90",1,18,12,"2",15,"7","2014","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby","Adoption"
"Pinky","Dog","1095",1,14,24,"4",24,"12","2015","midday","10","12",1,"Pit Bull","Blue",0,"Female","adult","Return_to_owner"
"Chartreuse","Cat","150",1,18,42,"6",12,"10","2013","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Chiquita","Dog","730",1,17,53,"4",25,"9","2014","lateday","11","23",1,"Chihuahua Shorthair","Sable",0,"Female","adult","Adoption"
"Skitty","Cat","60",1,17,0,"4",24,"7","2014","lateday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby","Adoption"
"Nameless","Cat","120",0,17,7,"6",2,"11","2013","lateday","11","11",1,"Siamese","Lilac",0,"Male","baby","Adoption"
"Carter","Cat","60",1,13,32,"2",3,"12","2013","midday","5","26",1,"Siamese","Black",0,"Male","baby","Adoption"
"Cheeto","Cat","2920",1,17,42,"4",11,"12","2014","lateday","6","22",1,"Domestic Shorthair","Torbie",0,"Male","adult","Return_to_owner"
"Deedee","Dog","365",1,14,19,"4",21,"8","2014","midday","9","24",1,"Jack Russell Terrier","Red",0,"Female","baby","Transfer"
"Bell","Cat","60",1,18,2,"1",23,"11","2015","lateday","11","24",1,"Domestic Medium Hair","Brown",0,"Female","baby","Adoption"
"Nameless","Dog","1095",0,14,29,"1",4,"5","2015","midday","5","24",1,"Miniature Poodle","Cream",1,"Female","adult","Euthanasia"
"Hardy","Cat","60",1,16,47,"7",29,"11","2015","lateday","17","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Captain","Dog","210",1,14,54,"5",26,"9","2014","midday","10","18",1,"Blue Lacy","Blue",0,"Male","baby","Adoption"
"Nameless","Dog","180",0,16,59,"5",17,"10","2014","lateday","19","9",1,"Boxer","Brown",0,"Male","baby","Transfer"
"Oreto","Cat","1460",1,18,28,"3",3,"12","2014","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","adult","Return_to_owner"
"Pearl","Dog","1095",1,11,4,"7",14,"2","2016","night","9","26",1,"Staffordshire","Tan",0,"Female","adult","Return_to_owner"
"Quennie","Dog","5840",1,11,20,"1",18,"5","2015","night","9","11",1,"Basenji","Tan",0,"Female","adult","Return_to_owner"
"Lulu","Cat","90",1,18,10,"6",16,"11","2013","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Frankie","Dog","2920",1,17,23,"4",17,"4","2014","lateday","19","8",0,"Pit Bull","White",0,"Male","adult","Transfer"
"Nameless","Cat","21",0,13,52,"4",15,"5","2014","midday","4","24",1,"Domestic Medium Hair","Gray",1,"Male","baby","Transfer"
"Essie","Dog","365",1,16,58,"4",27,"2","2014","lateday","11","15",1,"Rat Terrier","White",0,"Female","baby","Adoption"
"Lagarto","Dog","730",1,13,30,"2",18,"11","2014","midday","9","23",1,"Chihuahua Shorthair","White",1,"Male","adult","Transfer"
"Astro","Dog","730",1,18,37,"2",14,"4","2015","lateday","9","25",1,"Australian Cattle Dog","Black",0,"Male","adult","Adoption"
"Spudz","Dog","5840",1,15,59,"3",12,"2","2014","midday","11","12",0,"Bull Terrier","Black",0,"Male","adult","Return_to_owner"
"Laura","Cat","120",1,12,5,"3",7,"10","2015","midday","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby","Transfer"
"Suzy","Cat","60",1,19,9,"6",5,"9","2015","lateday","17","22",1,"Domestic Shorthair","White",0,"Female","baby","Adoption"
"Jacques","Dog","730",1,12,57,"7",14,"12","2014","midday","11","32",1,"Rat Terrier","Black",0,"Male","adult","Adoption"
"Sheila","Dog","300",1,18,38,"1",19,"1","2015","lateday","11","19",1,"German Shepherd","Brown",0,"Female","baby","Adoption"
"Zeus","Dog","1460",1,12,40,"6",31,"10","2015","midday","9","20",1,"American Bulldog","Red",1,"Male","adult","Return_to_owner"
"Max","Dog","1825",1,17,19,"7",19,"7","2015","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","adult","Return_to_owner"
"Lilly","Cat","730",1,15,38,"7",21,"12","2014","midday","11","22",1,"Domestic Shorthair","White",0,"Female","adult","Transfer"
"Sabrina","Dog","4745",1,17,25,"4",2,"7","2015","lateday","8","31",1,"Rat Terrier","Tricolor",0,"Female","adult","Return_to_owner"
"Luna","Cat","60",1,17,51,"2",21,"7","2015","lateday","10","22",1,"Domestic Shorthair","White",0,"Female","baby","Adoption"
"Chachacci","Dog","5110",1,11,48,"4",18,"12","2014","night","5","14",1,"Schipperke","Black",0,"Male","adult","Return_to_owner"
"Rengie","Dog","2190",1,12,35,"7",27,"9","2015","midday","10","21",1,"Yorkshire Terrier","Silver",0,"Male","adult","Adoption"
"Jemma","Cat","120",1,15,5,"5",20,"11","2015","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby","Transfer"
"Oscar","Dog","3650",1,14,2,"4",18,"2","2016","midday","3","13",1,"Dachshund","Tan",0,"Male","adult","Adoption"
"Nameless","Cat","60",0,18,47,"2",9,"9","2014","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Ivan","Cat","30",1,12,41,"3",17,"6","2015","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Nameless","Cat","120",0,9,0,"5",6,"11","2015","morning","6","22",1,"Domestic Shorthair","Calico",1,"Female","baby","Transfer"
"Kilo","Dog","730",1,12,11,"2",30,"6","2015","midday","5","38",1,"Labrador Retriever","White",1,"Male","adult","Transfer"
"Nameless","Cat","365",0,9,0,"3",18,"6","2014","morning","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby","Transfer"
"Cricket","Dog","1825",1,11,6,"2",15,"12","2015","night","5","23",1,"Chihuahua Shorthair","Black",0,"Male","adult","Return_to_owner"
"Dewey","Cat","60",1,17,21,"1",3,"2","2014","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Morgan","Dog","180",1,11,20,"7",17,"8","2014","night","19","12",1,"Pit Bull","Brown",0,"Male","baby","Transfer"
"Nameless","Cat","365",0,9,0,"3",23,"9","2015","morning","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby","Transfer"
"Nameless","Cat","2190",0,9,0,"3",25,"6","2014","morning","5","22",1,"Domestic Shorthair","Black",1,"Male","adult","Transfer"
"Nameless","Cat","30",0,0,0,"3",18,"11","2015","night","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Died"
"Mini","Dog","730",1,12,5,"3",4,"3","2015","midday","13","13",0,"Staffordshire","Brown",0,"Female","adult","Adoption"
"Nameless","Dog","1825",0,16,0,"1",30,"6","2014","lateday","10","21",0,"Australian Cattle Dog","Blue",0,"Male","adult","Euthanasia"
"Twinkle","Cat","60",1,15,39,"1",15,"6","2015","midday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby","Transfer"
"Seamus","Dog","60",1,19,29,"7",9,"3","2014","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","baby","Adoption"
"Nameless","Cat","730",0,9,0,"2",23,"6","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Male","adult","Transfer"
"Major","Dog","2920",1,15,27,"4",30,"7","2015","midday","9","19",1,"German Shepherd","Black",0,"Male","adult","Return_to_owner"
"Lynette","Cat","28",1,12,17,"4",23,"10","2014","midday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Nameless","Cat","2920",0,9,0,"4",18,"9","2014","morning","6","20",1,"Japanese Bobtail","Tortie",0,"Female","adult","Transfer"
"Nameless","Cat","90",0,17,25,"5",6,"12","2013","lateday","10","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby","Transfer"
"Sinsae","Dog","1460",1,16,39,"1",15,"9","2014","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","adult","Adoption"
"Harlie","Cat","270",1,17,43,"4",5,"6","2014","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Return_to_owner"
"Bob","Dog","365",1,18,47,"4",21,"11","2013","lateday","11","16",1,"Bull Terrier","Black",0,"Male","baby","Return_to_owner"
"Makato","Cat","730",1,14,36,"4",19,"6","2014","midday","17","24",1,"Domestic Medium Hair","Cream",0,"Male","adult","Transfer"
"La Paz","Dog","300",1,12,36,"5",6,"2","2015","midday","11","19",1,"German Shepherd","Black",0,"Male","baby","Adoption"
"Nameless","Dog","120",0,15,10,"3",29,"1","2014","midday","11","9",0,"Dachshund","Brown",1,"Female","baby","Transfer"
"Nameless","Cat","60",0,17,29,"3",28,"5","2014","lateday","4","24",1,"Domestic Medium Hair","Blue",0,"Male","baby","Adoption"
"Nameless","Dog","28",0,17,5,"2",15,"9","2015","lateday","11","34",1,"Boston Terrier","Black",1,"Female","baby","Transfer"
"Bruno","Dog","365",1,14,15,"1",12,"10","2015","midday","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","baby","Transfer"
"Nameless","Cat","30",0,11,49,"2",8,"7","2014","night","18","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Transfer"
"Leroy","Dog","730",1,15,58,"2",8,"10","2013","midday","8","12",0,"Basset Hound","Tricolor",0,"Male","adult","Return_to_owner"
"Honey Bear","Dog","330",1,12,52,"6",2,"5","2015","midday","9","20",1,"American Bulldog","White",0,"Female","baby","Return_to_owner"
