"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","BreedSimplified","LifePhase"
"A712400","Maximus","Adoption","Dog","Neutered Male","PitBullMix","White/Black",TRUE,"730","TRUE","2015","10","19","14","20","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A712926","Bella","Transfer","Dog","Spayed Female","RatTerrierMix","Tricolor",TRUE,"300","TRUE","2015","10","08","16","26","5","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A697792","Menches","Return_to_owner","Dog","Spayed Female","AmericanBulldogMix","White/Brown Brindle",TRUE,"730","TRUE","2015","02","28","18","50","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A684505","Rachel","Adoption","Dog","Spayed Female","PugMix","Sable",TRUE,"300","TRUE","2014","08","09","13","15","7","TRUE","Spayed","Female","afternoon","Mix","puppy"
"A671050","","Transfer","Dog","Intact Male","ChihuahuaShorthairMix","Black/White",TRUE,"1095","FALSE","2014","01","22","15","14","4","FALSE","Intact","Male","afternoon","Mix","adult"
"A675217","Spots","Adoption","Dog","Neutered Male","ChihuahuaShorthair/ItalianGreyhound","White/Black",TRUE,"365","TRUE","2014","03","30","17","27","1","TRUE","Neutered","Male","afternoon","Hybrid","adolescent"
"A717424","Jordan","Transfer","Dog","Spayed Female","PomeranianMix","Buff",TRUE,"730","TRUE","2015","12","08","16","10","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A680946","Pinto","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","White/Black",TRUE,"730","TRUE","2014","08","25","19","16","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A689507","Tesla","Adoption","Dog","Spayed Female","AustralianShepherdMix","Brown Brindle/White",TRUE,"365","TRUE","2014","10","12","16","51","1","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"A689033","Sabana","Return_to_owner","Dog","Spayed Female","GermanShepherdMix","Tricolor",TRUE,"730","TRUE","2014","10","04","17","22","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A669973","Charlie","Adoption","Dog","Neutered Male","JackRussellTerrierMix","White/Brown",TRUE,"180","TRUE","2014","05","23","18","45","6","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A707288","Texas","Return_to_owner","Dog","Neutered Male","HarrierMix","Black/Tricolor",TRUE,"730","TRUE","2015","07","11","00","00","7","TRUE","Neutered","Male","night","Mix","adult"
"A692924","Tripod","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Tan/White",TRUE,"1460","TRUE","2014","12","27","12","20","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A702653","Rocky","Transfer","Dog","Neutered Male","BoxerMix","Brown/White",TRUE,"2920","TRUE","2015","06","18","18","14","5","FALSE","Neutered","Male","afternoon","Mix","adult"
"A698260","Lebowski","Adoption","Dog","Neutered Male","PitBullMix","Blue/White",TRUE,"730","TRUE","2015","03","24","15","47","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A718285","Biscuit","Return_to_owner","Dog","Neutered Male","ChihuahuaShorthairMix","Yellow",TRUE,"90","TRUE","2016","01","02","17","28","7","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A697651","Negro","Transfer","Dog","Intact Male","PitBullMix","Black/White",TRUE,"365","TRUE","2015","03","01","11","41","1","TRUE","Intact","Male","morning","Mix","adolescent"
"A680103","","Transfer","Dog","Neutered Male","ChihuahuaShorthairMix","Buff",TRUE,"730","FALSE","2014","06","03","12","17","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A686020","Sadie","Return_to_owner","Dog","Intact Female","GermanShepherdMix","Black/Brown",TRUE,"240","TRUE","2014","08","16","12","01","7","TRUE","Intact","Female","afternoon","Mix","puppy"
"A660851","Cane","Return_to_owner","Dog","Neutered Male","AmericanBulldogMix","White/Brown",TRUE,"730","TRUE","2014","02","07","11","54","6","FALSE","Neutered","Male","morning","Mix","adult"
"A702228","Lillie","Return_to_owner","Dog","Intact Female","GermanShepherd/Greyhound","Brown Brindle",TRUE,"2920","TRUE","2015","05","11","12","29","2","FALSE","Intact","Female","afternoon","Hybrid","adult"
"A704099","Sarah","Adoption","Dog","Spayed Female","AmericanBulldogMix","White/Brown",TRUE,"300","TRUE","2015","06","11","16","48","5","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A700840","Amarillo","Transfer","Dog","Neutered Male","PitBullMix","Yellow Brindle",TRUE,"730","TRUE","2015","09","11","16","13","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"A688588","Lily","Return_to_owner","Dog","Spayed Female","LabradorRetrieverMix","Black/White",TRUE,"730","TRUE","2014","09","22","11","50","2","FALSE","Spayed","Female","morning","Mix","adult"
"A719044","Laya","Adoption","Dog","Spayed Female","PugMix","Buff",TRUE,"150","TRUE","2016","02","10","17","12","4","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A663740","Sally","Adoption","Dog","Spayed Female","AnatolShepherdMix","Brown/White",TRUE,"730","TRUE","2013","10","13","15","28","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A701112","Bella","Adoption","Dog","Spayed Female","YorkshireTerrierMix","Black/Brown",TRUE,"1460","TRUE","2015","06","26","18","08","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A686864","Valentine","Adoption","Dog","Neutered Male","PitBullMix","White",TRUE,"60","TRUE","2014","09","01","18","23","2","FALSE","Neutered","Male","afternoon","Mix","gestation"
"A718215","Mclean","Return_to_owner","Dog","Neutered Male","ChihuahuaShorthair/MiniaturePinscher","Tricolor",TRUE,"3650","TRUE","2016","01","02","11","07","7","TRUE","Neutered","Male","morning","Hybrid","senior"
"A667043","Lulu","Adoption","Dog","Spayed Female","Dachshund/GermanPinscher","Red/Black",TRUE,"730","TRUE","2014","02","02","16","38","1","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"A699539","","Transfer","Dog","Neutered Male","ChihuahuaShorthairMix","White/Black",TRUE,"3285","FALSE","2015","04","02","18","45","5","FALSE","Neutered","Male","afternoon","Mix","senior"
"A674590","Hailey","Adoption","Dog","Spayed Female","RatTerrierMix","Black/White",TRUE,"730","TRUE","2014","10","18","18","57","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A673084","Beatrice","Adoption","Dog","Spayed Female","ChihuahuaShorthair/YorkshireTerrier","White/Tan",TRUE,"1825","TRUE","2014","04","05","13","59","7","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"A669362","","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Chocolate",TRUE,"120","FALSE","2013","12","23","17","49","2","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A695474","Minnie","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Black/White",TRUE,"3650","TRUE","2015","07","14","11","56","3","FALSE","Spayed","Female","morning","Mix","senior"
"A714274","Star","Return_to_owner","Dog","Spayed Female","YorkshireTerrierMix","Tan/Black",TRUE,"2190","TRUE","2015","10","23","14","48","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A721024","Marley","Return_to_owner","Dog","Neutered Male","PointerMix","White/Tan",TRUE,"365","TRUE","2016","02","21","17","31","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"A705944","Amador","Transfer","Dog","Neutered Male","YorkshireTerrierMix","Sable",TRUE,"30","TRUE","2015","06","24","14","03","4","FALSE","Neutered","Male","afternoon","Mix","gestation"
"A708382","Kino","Return_to_owner","Dog","Neutered Male","BelgianMalinoisMix","Tan/Black",TRUE,"1095","TRUE","2015","08","04","12","15","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A691257","Sadie","Return_to_owner","Dog","Spayed Female","LabradorRetrieverMix","Cream",TRUE,"5110","TRUE","2014","11","02","11","42","1","TRUE","Spayed","Female","morning","Mix","senior"
"A693912","Shoshes","Return_to_owner","Dog","Spayed Female","ChihuahuaLonghairMix","Tan",TRUE,"365","TRUE","2014","12","27","17","12","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"A666874","Brownie","Return_to_owner","Dog","Spayed Female","BeagleMix","White/Tan",TRUE,"1095","TRUE","2013","11","08","18","09","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A676366","Jackie","Return_to_owner","Dog","Spayed Female","JackRussellTerrierMix","White/Black",TRUE,"3650","TRUE","2014","04","08","18","20","3","FALSE","Spayed","Female","afternoon","Mix","senior"
"A677371","Chance","Adoption","Dog","Neutered Male","BorderCollie/LabradorRetriever","Black/White",TRUE,"210","TRUE","2014","05","04","16","06","1","TRUE","Neutered","Male","afternoon","Hybrid","puppy"
"A707645","Brownie","Return_to_owner","Dog","Spayed Female","PitBullMix","Red/White",TRUE,"730","TRUE","2015","07","20","16","06","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"A565498","Dukey","Euthanasia","Dog","Neutered Male","Rottweiler/LabradorRetriever","Black/Tan",TRUE,"2555","TRUE","2014","03","25","10","43","3","FALSE","Neutered","Male","morning","Hybrid","adult"
"A674446","Ranger","Return_to_owner","Dog","Neutered Male","AustralianKelpieMix","Brown/White",TRUE,"1095","TRUE","2014","04","16","12","31","4","FALSE","Neutered","Male","afternoon","Mix","adult"
"A673361","Tracker","Return_to_owner","Dog","Neutered Male","Beagle","Tricolor",TRUE,"4380","TRUE","2014","04","06","11","31","1","TRUE","Neutered","Male","morning","Pure","senior"
"A675359","","Return_to_owner","Dog","Neutered Male","AustralianCattleDogMix","Black/Tan",TRUE,"300","FALSE","2014","03","27","17","41","5","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A632022","Dolly","Transfer","Dog","Spayed Female","RatTerrierMix","White/Black",TRUE,"4745","TRUE","2014","02","16","13","46","1","TRUE","Spayed","Female","afternoon","Mix","senior"
"A671475","Mimi","Transfer","Dog","Spayed Female","CairnTerrierMix","Tan",TRUE,"2190","TRUE","2014","02","02","13","22","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A697953","Bear","Adoption","Dog","Neutered Male","FlatCoatRetriever/AustralianCattleDog","Black/Brown",TRUE,"1095","TRUE","2015","03","30","17","21","2","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"A658441","Action","Transfer","Dog","Intact Male","PitBullMix","Tan/White",TRUE,"1095","TRUE","2015","07","21","11","45","3","FALSE","Intact","Male","morning","Mix","adult"
"A523396","Star","Euthanasia","Dog","Spayed Female","LabradorRetriever/Boxer","Brown/White",TRUE,"2190","TRUE","2014","11","04","17","25","3","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A676173","Zeta","Adoption","Dog","Spayed Female","BoxerMix","Fawn/White",TRUE,"730","TRUE","2014","04","12","11","54","7","TRUE","Spayed","Female","morning","Mix","adult"
"A718733","Jack","Adoption","Dog","Neutered Male","BorderCollieMix","Black/White",TRUE,"365","TRUE","2016","01","18","14","35","2","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A698112","Gypsi","Return_to_owner","Dog","Intact Female","ChihuahuaLonghairMix","Brown",TRUE,"2555","TRUE","2015","03","28","18","39","7","TRUE","Intact","Female","afternoon","Mix","adult"
"A707017","Dazzle","Return_to_owner","Dog","Spayed Female","MiniaturePinscherMix","Black/Brown",TRUE,"5110","TRUE","2015","07","07","12","12","3","FALSE","Spayed","Female","afternoon","Mix","senior"
"A673140","Canella","Return_to_owner","Dog","Intact Female","ChihuahuaLonghairMix","Brown/White",TRUE,"365","TRUE","2014","02","20","16","17","5","FALSE","Intact","Female","afternoon","Mix","adolescent"
"A687094","Felix","Transfer","Dog","Intact Male","LabradorRetrieverMix","Black Brindle/Brown",TRUE,"2555","TRUE","2014","09","11","13","46","5","FALSE","Intact","Male","afternoon","Mix","adult"
"A717491","Sam","Return_to_owner","Dog","Neutered Male","BoxerMix","Fawn/White",TRUE,"2555","TRUE","2015","12","10","11","42","5","FALSE","Neutered","Male","morning","Mix","adult"
"A670966","Jack","Transfer","Dog","Intact Male","ShihTzuMix","White/Cream",TRUE,"730","TRUE","2014","01","17","11","35","6","FALSE","Intact","Male","morning","Mix","adult"
"A667538","Goldie","Adoption","Dog","Neutered Male","ChihuahuaShorthair/Dachshund","Brown/White",TRUE,"365","TRUE","2013","12","28","16","35","7","TRUE","Neutered","Male","afternoon","Hybrid","adolescent"
"A692402","Brownie","Return_to_owner","Dog","Spayed Female","PitBullMix","Tan",TRUE,"730","TRUE","2015","01","08","12","52","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A700616","Laika","Return_to_owner","Dog","Spayed Female","ChihuahuaShorthairMix","White/Tan",TRUE,"365","TRUE","2015","04","20","18","13","2","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A673100","Dandy","Adoption","Dog","Neutered Male","Maltese","White",TRUE,"2555","TRUE","2014","03","23","12","56","1","TRUE","Neutered","Male","afternoon","Pure","adult"
"A680647","Mr. Magoo","Adoption","Dog","Neutered Male","MiniatureSchnauzerMix","Black/White",TRUE,"1095","TRUE","2014","06","09","17","13","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A714567","Rocky","Transfer","Dog","Neutered Male","FieldSpanielMix","Black/Brown",TRUE,"730","TRUE","2016","01","18","12","23","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A662273","Charm","Adoption","Dog","Spayed Female","PitBullMix","Chocolate/White",TRUE,"730","TRUE","2013","12","21","11","57","7","TRUE","Spayed","Female","morning","Mix","adult"
"A695857","Cherry","Return_to_owner","Dog","Spayed Female","LabradorRetrieverMix","Black",TRUE,"730","TRUE","2016","01","19","18","09","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A691603","Prinsess Joj","Adoption","Dog","Spayed Female","AffenpinscherMix","Gray/Black",TRUE,"365","TRUE","2014","11","13","18","56","5","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A717903","Spock","Adoption","Dog","Neutered Male","BeagleMix","Buff/Black",TRUE,"730","TRUE","2015","12","29","11","37","3","FALSE","Neutered","Male","morning","Mix","adult"
"A663888","","Transfer","Dog","Spayed Female","BoxerMix","Red/White",TRUE,"730","FALSE","2013","10","01","11","13","3","FALSE","Spayed","Female","morning","Mix","adult"
"A682895","","Adoption","Dog","Neutered Male","MiniatureSchnauzerMix","Black/White",TRUE,"1095","FALSE","2014","07","08","16","53","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A695296","Lenny","Adoption","Dog","Neutered Male","MiniaturePoodle/MiniatureSchnauzer","Black",TRUE,"730","TRUE","2015","01","17","17","40","7","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"A700972","Whiskers","Return_to_owner","Dog","Neutered Male","ChihuahuaShorthairMix","Black",TRUE,"330","TRUE","2015","11","04","17","39","4","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A687741","Kazy","Transfer","Dog","Spayed Female","PlottHound/BlueLacy","Brown Brindle",TRUE,"365","TRUE","2015","11","23","00","00","2","FALSE","Spayed","Female","night","Hybrid","adolescent"
"A720524","Pocahontas","Adoption","Dog","Spayed Female","LabradorRetrieverMix","Black/White",TRUE,"30","TRUE","2016","02","13","17","38","7","TRUE","Spayed","Female","afternoon","Mix","gestation"
"A668937","Maddi","Transfer","Dog","Spayed Female","PitBull/ChineseSharpei","Blue/White",TRUE,"730","TRUE","2014","01","09","16","21","5","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A685361","Bishop","Return_to_owner","Dog","Intact Male","Rottweiler","Black/Tan",TRUE,"365","TRUE","2014","08","07","11","18","5","FALSE","Intact","Male","morning","Pure","adolescent"
"A667723","Sammy","Transfer","Dog","Intact Male","CatahoulaMix","Blue Merle/White",TRUE,"60","TRUE","2013","11","26","07","58","3","FALSE","Intact","Male","morning","Mix","gestation"
"A666643","Stella","Transfer","Dog","Spayed Female","JackRussellTerrier/CairnTerrier","Tan",TRUE,"730","TRUE","2013","11","16","15","07","7","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"A702256","Hanna","Return_to_owner","Dog","Spayed Female","ShihTzuMix","White/Gray",TRUE,"2920","TRUE","2015","05","11","18","43","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"A674787","Hercules","Return_to_owner","Dog","Neutered Male","JackRussellTerrier/ShihTzu","Chocolate/Brown",TRUE,"240","TRUE","2014","03","28","18","18","6","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A702674","Fennel","Adoption","Dog","Neutered Male","AustralianCattleDogMix","Tricolor",TRUE,"60","TRUE","2015","05","22","13","50","6","FALSE","Neutered","Male","afternoon","Mix","gestation"
"A689209","","Transfer","Dog","Spayed Female","MiniaturePoodleMix","White",TRUE,"365","FALSE","2014","10","04","17","08","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"A700701","Mona Lisa","Adoption","Dog","Spayed Female","LabradorRetrieverMix","Black/White",TRUE,"150","TRUE","2015","04","27","16","46","2","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A678312","","Transfer","Dog","Intact Male","QueenslandHeeler/Dachshund","Blue Tick/Red Tick",TRUE,"60","FALSE","2014","05","07","11","47","4","FALSE","Intact","Male","morning","Hybrid","gestation"
"A687262","Poochie","Transfer","Dog","Spayed Female","MiniatureSchnauzer/MiniaturePoodle","Chocolate",TRUE,"180","TRUE","2014","09","03","13","51","4","FALSE","Spayed","Female","afternoon","Hybrid","puppy"
"A664922","","Transfer","Dog","Spayed Female","MiniatureSchnauzer","Silver",TRUE,"1095","FALSE","2013","10","15","13","46","3","FALSE","Spayed","Female","afternoon","Pure","adult"
"A715181","","Adoption","Dog","Spayed Female","MalteseMix","Buff",TRUE,"120","FALSE","2015","11","06","17","52","6","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A719393","Latte","Adoption","Dog","Spayed Female","BlackMouthCur/Staffordshire","Fawn",TRUE,"1460","TRUE","2016","02","08","14","47","2","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A714382","Maggie","Adoption","Dog","Spayed Female","LabradorRetriever/RedboneHound","Sable/White",TRUE,"1095","TRUE","2015","10","29","12","06","5","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A702933","Ellie","Transfer","Dog","Intact Female","GreatPyrenees","White",TRUE,"1095","TRUE","2015","05","31","13","36","1","TRUE","Intact","Female","afternoon","Pure","adult"
"A672272","Kiss","Return_to_owner","Dog","Neutered Male","JackRussellTerrierMix","Brown",TRUE,"240","TRUE","2014","05","04","13","08","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
